item_id,forecast_start,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,num_masked_target_values,ND,MSIS,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9]
,2017-06,5789859.2826999985,10402.779999999999,18686.0,3114.3333333333335,3678.8360655737706,0.4712894610584542,0.5008195922765858,0.7302144578995825,0.0,0.5567151878411645,18.85157844233817,2213.452,0.16666666666666666,10402.779999999999,0.16666666666666666,18592.108,0.16666666666666666
,2017-07,1600826.68975,6084.85,12264.0,2044.0,3678.858695652174,0.2756674693336879,0.46699832515468226,0.6687262543875391,0.0,0.49615541422048276,11.026698773347514,1349.866,0.16666666666666666,6084.85,0.16666666666666666,10819.834,0.16666666666666666
,2017-01,3092287.079733333,8313.36,6162.0,1027.0,583.0449438202247,2.3764205738952806,1.7989378684745099,0.8899238486593575,0.0,1.3491333982473224,95.05682295581121,12720.768000000002,0.6666666666666666,8313.36,0.6666666666666666,3905.952,0.6666666666666666
,2017-02,2910597.9964,7355.0,6072.0,1012.0,592.8826815642458,2.0675816168202577,1.4196011052631279,0.7438437021040137,0.0,1.2112977602108037,82.70326467281032,10995.720000000001,0.6666666666666666,7355.0,0.6666666666666666,3714.28,0.6666666666666666
,2017-03,3640528.9778499994,9214.01,4752.0,792.0,614.5055555555556,2.499030837800942,2.6219315487922015,0.9780752375052165,0.0,1.9389751683501684,99.96123351203768,14739.426000000001,0.8333333333333334,9214.01,0.8333333333333334,3688.594,0.8333333333333334
,2017-04,3746902.8767166673,9463.63,3224.0,537.3333333333334,645.3425414364641,2.4440844441400484,3.8844238234405766,1.0749080925325674,0.0,2.935369106699752,97.76337776560193,17034.534,1.0,9463.63,1.0,1892.7259999999994,1.0
,2017-05,1649653.6600499998,6641.13,2400.0,400.0,673.8846153846154,1.6424992865704013,4.343726032959201,1.1115054295334321,0.0,2.7671375,65.69997146281605,11954.034,1.0,6641.13,1.0,1328.2259999999997,1.0
,2017-06,1570821.6786999998,6068.66,1609.0,268.1666666666667,679.9289617486339,1.4875720703705786,4.345635078496806,1.1125285659876447,0.0,3.7716967060285893,59.50288281482315,10923.588,1.0,6068.66,1.0,1213.7319999999997,1.0
,2017-07,1427187.661916667,5753.1900000000005,1247.0,207.83333333333334,679.8423913043479,1.4104224924255142,5.023386767775869,1.1754718115438347,0.0,4.613624699278268,56.416899697020575,10355.742000000002,1.0,5753.1900000000005,1.0,1150.638,1.0
,2017-01,3987056.2098,6862.219999999999,7347.0,1224.5,1723.2134831460673,0.6637037978865371,1.6216610996242007,0.489436164132054,0.0,0.934016605417177,26.54815191546149,12232.011999999999,0.8333333333333334,6862.219999999999,0.8333333333333334,1492.4279999999997,0.8333333333333334
,2017-02,4463116.33105,8478.97,6623.0,1103.8333333333333,1739.3072625698323,0.812485348091237,2.4880706501217986,0.7186659613888419,0.0,1.280231013136041,32.49941392364947,15262.145999999999,1.0,8478.97,1.0,1695.7939999999994,1.0
,2017-03,13893129.09385,15939.01,5452.0,908.6666666666666,1758.6722222222222,1.5105155088592719,6.461111422195544,1.01940733553114,0.0,2.9235161408657375,60.42062035437087,28690.218,1.0,15939.01,1.0,3187.801999999999,1.0
,2017-04,17953080.563533332,20377.32,3753.0,625.5,1759.7127071823204,1.9299854948698305,10.4701961619769,1.2870082963875278,0.0,5.429608313349321,77.19941979479322,36679.176,1.0,20377.32,1.0,4075.463999999999,1.0
,2017-05,17933209.37735,20271.55,2625.0,437.5,1750.8351648351647,1.9297028838147363,10.74009102150334,1.395407543787713,0.0,7.722495238095238,77.18811535258945,36488.78999999999,1.0,20271.55,1.0,4054.309999999999,1.0
,2017-06,17919380.354949996,20220.19,2007.0,334.5,1742.863387978142,1.9336177981087586,10.991716832548109,1.474930712299859,0.0,10.074833084205281,77.34471192435034,36396.342,1.0,20220.19,1.0,4044.0379999999996,1.0
,2017-07,14198067.374666663,15954.48,1995.0,332.5,1734.891304347826,1.5327069732472902,9.795621369026959,1.3062521862060612,0.0,7.997233082706766,61.30827892989159,28718.064,1.0,15954.48,1.0,3190.8959999999997,1.0
,2017-01,197918123.5627167,52672.990000000005,22088.0,3681.3333333333335,10055.58988764045,0.873030002691033,2.198507169896932,1.2025918217562153,0.0,2.3846880659181457,34.92120010764132,81360.37400000001,0.5,52672.990000000005,0.5,23985.605999999996,0.5
,2017-02,193147046.29493335,47512.4,18988.0,3164.6666666666665,10274.061452513966,0.7707500456302696,2.010297841539089,1.107378127290637,0.0,2.5022329892563726,30.830001825210786,72071.312,0.5,47512.4,0.5,22953.487999999998,0.5
,2017-03,211934538.30045,54701.229999999996,15110.0,2518.3333333333335,10919.638888888889,0.8349059670776658,5.278370533588427,1.1049698424633236,0.0,3.6202005294506945,33.39623868310664,91804.59800000001,0.6666666666666666,54701.229999999996,0.6666666666666666,17597.861999999997,0.6666666666666666
,2017-04,28957823.727783337,22593.33,10192.0,1698.6666666666667,11740.132596685084,0.3207421184547126,4.594236839809611,1.0201049907154325,0.0,2.2167709968602827,12.829684738188503,34010.378000000004,0.6666666666666666,22593.33,0.6666666666666666,11176.282000000001,0.6666666666666666
,2017-05,28338299.342533335,21413.04,7183.0,1197.1666666666667,12347.241758241758,0.28903945268730213,4.734505241767053,1.0210058268984927,0.0,2.981071975497703,11.561578107492085,35349.56800000001,0.8333333333333334,21413.04,0.8333333333333334,7476.511999999999,0.8333333333333334
,2017-06,39595298.42693333,27874.199999999997,4800.0,800.0,12513.387978142076,0.3712583680866394,6.535325579313651,1.1481072723753858,0.0,5.807124999999999,14.850334723465577,50173.56000000001,1.0,27874.199999999997,1.0,5574.839999999999,1.0
,2017-07,34062740.738683335,22174.89,4218.0,703.0,12483.635869565218,0.296052771693726,5.964110780427773,0.9457624440813849,0.0,5.2572048364153625,11.84211086774904,39914.801999999996,1.0,22174.89,1.0,4434.978,1.0
,2017-01,15624705.87575,16930.75,6557.0,1092.8333333333333,557.3876404494382,5.062530027381612,7.562475452050148,0.9267944632076576,0.0,2.5820878450510905,202.5012010952645,30475.350000000002,1.0,16930.75,1.0,3386.149999999999,1.0
,2017-02,14812048.83835,15306.01,5139.0,856.5,554.5027932960894,4.600520858520727,7.935632253711623,1.0031623678355672,0.0,2.9784024129208015,184.02083434082908,27550.818,1.0,15306.01,1.0,3061.2019999999993,1.0
,2017-03,13854014.071483335,13937.630000000001,3285.0,547.5,553.4388888888889,4.197280639235488,8.58819480056062,1.1122865023100028,0.0,4.242809741248098,167.89122556941948,25087.733999999997,1.0,13937.630000000001,1.0,2787.5259999999994,1.0
,2017-04,15079001.298233332,16427.18,1866.0,311.0,555.3204419889503,4.9302404995705364,11.82594897719364,1.3916790201628968,0.0,8.80341907824223,197.20961998282144,29568.924,1.0,16427.18,1.0,3285.4359999999992,1.0
,2017-05,13796929.629633332,13780.039999999999,1475.0,245.83333333333334,560.0,4.1012023809523805,11.147641139578186,1.2401298687737619,0.0,9.3424,164.04809523809524,24804.071999999996,1.0,13780.039999999999,1.0,2756.0079999999994,1.0
,2017-06,14096876.431983331,14859.95,1218.0,203.0,561.1912568306011,4.413216177530234,12.213175932710323,1.4180780895799276,0.0,12.200287356321839,176.52864710120937,26747.909999999996,1.0,14859.95,1.0,2971.9899999999993,1.0
,2017-07,10200451.059983334,13357.650000000001,1170.0,195.0,559.5652173913044,3.978580031080031,12.468034827438785,1.4187199393572412,0.0,11.416794871794872,159.14320124320125,24043.770000000004,1.0,13357.650000000001,1.0,2671.5299999999993,1.0
,2017-01,28717039.38065,22305.11,2641.0,440.1666666666667,1137.9325842696628,3.2669056011954134,8.374177319145835,1.4812280341014687,0.0,8.445706171904583,130.6762240478165,40149.198000000004,1.0,22305.11,1.0,4461.021999999999,1.0
,2017-02,28255913.54065,20685.23,2934.0,489.0,1166.7765363128492,2.9547545961354,6.874176439012362,1.2241708112103393,0.0,7.050180640763463,118.190183845416,37162.918,0.8333333333333334,20685.23,0.8333333333333334,4207.5419999999995,0.8333333333333334
,2017-03,27487354.205433335,18785.34,3197.0,532.8333333333334,1209.2166666666667,2.5891885931663747,5.784042085771213,1.027328172814441,0.0,5.87592743196747,103.56754372665499,33743.116,0.8333333333333334,18785.34,0.8333333333333334,3827.564,0.8333333333333334
,2017-04,26850536.06718333,16986.190000000002,2902.0,483.6666666666667,1265.0994475138123,2.237793773628028,5.347626508902664,0.8892807884600167,0.0,5.853270158511372,89.5117509451211,30504.646000000004,0.8333333333333334,16986.190000000002,0.8333333333333334,3467.734,0.8333333333333334
,2017-05,26363952.385299996,16452.18,2855.0,475.8333333333333,1300.89010989011,2.1078106283947595,5.257414829539756,0.8844099495906245,0.0,5.762584938704028,84.31242513579036,29543.428000000004,0.8333333333333334,16452.18,0.8333333333333334,3360.932,0.8333333333333334
,2017-06,5796807.973566666,9386.439999999999,2687.0,447.8333333333333,1317.2896174863388,1.1875950784853815,3.8212904653302857,0.8684219703256467,0.0,3.4932787495347966,47.503803139415254,16825.095999999998,0.8333333333333334,9386.439999999999,0.8333333333333334,1947.7839999999997,0.8333333333333334
,2017-07,6011587.387583333,9824.91,2472.0,412.0,1323.1521739130435,1.2375636244146881,4.352530775407805,0.931549761007617,0.0,3.974478155339806,49.50254497658753,17614.341999999997,0.8333333333333334,9824.91,0.8333333333333334,2035.4779999999996,0.8333333333333334
,2017-01,3939362.382716667,9710.77,3029.0,504.8333333333333,2285.561797752809,0.708124220599923,4.050912466249379,1.0642481278179639,0.0,3.2059326510399475,28.32496882399692,17479.386,1.0,9710.77,1.0,1942.1539999999995,1.0
,2017-02,4310094.383983333,10183.91,2689.0,448.1666666666667,2330.731843575419,0.7282340686303884,6.10467470087855,1.1348338444501342,0.0,3.787248047601339,29.12936274521553,18331.038,1.0,10183.91,1.0,2036.7819999999995,1.0
,2017-03,4371870.681166667,10413.119999999999,2288.0,381.3333333333333,2422.7055555555557,0.7163561399445522,6.722717701506297,1.247892494788047,0.0,4.551188811188811,28.654245597782094,18743.616,1.0,10413.119999999999,1.0,2082.6239999999993,1.0
,2017-04,4346410.4915000005,10225.06,1950.0,325.0,2523.8453038674033,0.6752302385789172,6.809775592241607,1.2830605332986493,0.0,5.243620512820512,27.00920954315669,18405.108,1.0,10225.06,1.0,2045.0119999999997,1.0
,2017-05,4820946.18855,11590.650000000001,1725.0,287.5,2591.945054945055,0.7452993636244156,7.672318092864206,1.4458836719429975,0.0,6.7192173913043485,29.811974544976618,20863.17,1.0,11590.650000000001,1.0,2318.1299999999997,1.0
,2017-06,3140943.45555,8486.91,1487.0,247.83333333333334,2592.2677595628415,0.5456554380935316,6.865287582465609,1.2353510918851884,0.0,5.707404169468729,21.826217523741267,15276.438000000004,1.0,8486.91,1.0,1697.3819999999998,1.0
,2017-07,6552243.666000001,10975.919999999998,1813.0,302.1666666666667,2580.6141304347825,0.7088700237767804,6.417261483564512,1.224478372139257,0.0,6.054009928295642,28.354800951071223,19756.656000000003,1.0,10975.919999999998,1.0,2195.1839999999993,1.0
,2017-01,3485243.341566667,9060.2,5284.0,880.6666666666666,2595.1404494382023,0.5818695992581929,2.3887293981579747,0.946507278663897,0.0,1.714647993943982,23.274783970327718,14498.776000000002,0.6666666666666666,9060.2,0.6666666666666666,3621.624,0.6666666666666666
,2017-02,2654627.0897833332,8325.630000000001,5486.0,914.3333333333334,2667.7486033519554,0.5201408402038,1.7988486981845309,0.9106078088350403,0.0,1.5176139263580024,20.805633608152,13176.550000000001,0.6666666666666666,8325.630000000001,0.6666666666666666,3474.71,0.6666666666666666
,2017-03,2320213.1058499995,7311.65,5588.0,931.3333333333334,2747.561111111111,0.4435236502676111,1.466795231969691,0.8083701874260485,0.0,1.3084556191839656,17.740946010704445,11351.386,0.6666666666666666,7311.65,0.6666666666666666,3271.9139999999998,0.6666666666666666
,2017-04,2408411.5881333333,7838.139999999999,5232.0,872.0,2798.950276243094,0.46673093043300895,1.6900701190612029,0.9015480689699777,0.0,1.4981154434250763,18.669237217320358,12681.980000000001,0.8333333333333334,7838.139999999999,0.8333333333333334,2994.2999999999993,0.8333333333333334
