Model,MSE,abs_error,abs_target_sum,abs_target_mean,seasonal_error,MASE,MAPE,sMAPE,MSIS,num_masked_target_values,QuantileLoss[0.1],Coverage[0.1],QuantileLoss[0.5],Coverage[0.5],QuantileLoss[0.9],Coverage[0.9],RMSE,NRMSE,ND,wQuantileLoss[0.1],wQuantileLoss[0.5],wQuantileLoss[0.9],mean_absolute_QuantileLoss,mean_wQuantileLoss,MAE_Coverage,OWA
.,21005428.475114904,1982596.3200000003,809318.0,837.8033126293997,2175.7360113357317,2.4057171013852137,10.258445683762233,1.2189981865568593,96.22868405540852,0.0,3013026.72,0.8498964803312629,1982596.3200000003,0.8498964803312629,952165.92,0.8498964803312629,4583.167951877272,5.470458140698025,2.449712375110896,3.7229206813638154,2.449712375110896,1.1765040688579769,1982596.3200000003,2.449712375110896,0.38329882677708765,
